name,url,description,test_type,remote_testing,adaptive_irt,duration_minutes,skills_covered,skill_domains,assessment_category,job_roles,seniority_levels,assessment_focus,keywords
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks",C,Yes,No,,[],[],Behavioral,[],[],Remote Work,"[""Remote Work"", ""Work Relationships"", ""Work Habits"", ""Self-Development & Well-Being""]"
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks",C,Yes,No,,[],[],Behavioral,[],[],Remote work,"[""Remote work"", ""Competency behaviors"", ""Universal Competency Framework""]"
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors.",K,Yes,No,12.0,"[""REST features"", ""REST architecture"", ""Request handling"", ""Response production"", ""Entity translation"", ""Return types"", ""Security"", ""Filters"", ""Interceptors""]",[],Technical,[],[],RESTful Web Services,"[""REST"", ""Web services"", ""Multi-choice test""]"
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. Responses are tracked and compared against expert ratings of effectiveness. The test produces an overall score, as well as scores on two subscales, Customer Service Effectiveness and Sales Effectiveness.","B, K, S, A",Yes,No,30.0,"[""Sales techniques"", ""Service techniques"", ""Customer interaction"", ""Conversation direction"", ""Listening skills"", ""Customer needs assessment"", ""Sales effectiveness"", ""Customer service effectiveness""]",[],Behavioral,"[""Retail Sales Associate""]",[],Retail sales and service,"[""Retail sales"", ""Customer service"", ""Sales simulation""]"
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information.",K,Yes,No,5.0,"[""error detection"", ""form comparison"", ""text analysis""]","[""Language"", ""Problem Solving""]",Cognitive,"[""Data Entry Clerk"", ""Quality Assurance""]","[""Entry Level""]",Error Detection,"[""forms"", ""text analysis"", ""error detection""]"
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications.",K,Yes,No,11.0,"[""Ruby strings"", ""collection classes"", ""regular expressions"", ""methods"", ""object oriented programming"", ""exception handling"", ""database connectivity"", ""threads"", ""scripting"", ""network programming"", ""web applications""]","[""Programming"", ""Software Development""]",Technical,"[""Software Developer"", ""Junior Programmer""]","[""Junior"", ""Mid-Level""]",Ruby Programming,"[""Ruby"", ""Ruby strings"", ""collection classes"", ""regular expressions""]"
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",K,Yes,No,11.0,"[""Ruby Programming"", ""Rails installation"", ""Rails MVC"", ""Rails programming model""]","[""Programming"", ""Software Development""]",Technical,"[""Software Developer"", ""Junior Programmer""]","[""Junior"", ""Mid-Level""]",Ruby on Rails,"[""Ruby on Rails"", ""Rails installation"", ""Rails MVC""]"
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus to assist the customer and process information; and typing information quickly and accurately. Potential job titles that use this simulation include: telesales representative, outbound sales representative, telemarketer, and contact center representative.","S, B",Yes,No,20.0,"[""sales"", ""customer service"", ""phone skills""]","[""communication"", ""sales""]",Behavioral,"[""telesales representative"", ""outbound sales representative"", ""telemarketer"", ""contact center representative""]","[""entry-level""]",sales and customer service,"[""sales"", ""customer service"", ""phone simulation"", ""contact center""]"
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sell a product/service; add new or upgraded products or services; extend promotional or retention offers; respond appropriately to customer objections; navigate to information menus to assist the customer and process information; and type information quickly and accurately. Potential job titles that use this simulation are: Telesales Representative, Telemarketer, and Contact Center Representative. The behavioral tests in this solution are intended to measure the candidate’s sales focus, learning potential, and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles involving sales or sales and service.","B, P, S",Yes,No,35.0,"[""sales"", ""customer service"", ""phone skills"", ""learning potential"", ""goal-oriented""]","[""communication"", ""sales"", ""learning""]",Mixed,"[""telesales representative"", ""telemarketer"", ""contact center representative""]","[""entry-level""]","sales, learning, and goal-oriented behaviors","[""sales"", ""customer service"", ""phone simulation"", ""contact center"", ""learning potential"", ""goal-oriented""]"
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively.","P, P",Yes,No,,[],[],,[],[],,[]
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role.",P,Yes,No,,[],[],Behavioral,"[""Sales Role""]",[],Sales Profiler,"[""SHL"", ""Sales Model"", ""UCF"", ""Motivators""]"
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,P,Yes,No,,[],[],Behavioral,"[""Salesperson""]","[""Individual Contributor""]",Sales Transformation,"[""OPQ"", ""Digital First Environment"", ""SHL's Sales Transformation behavioural model""]"
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.,P,Yes,No,,[],[],Behavioral,"[""Salesperson""]","[""Individual Contributor""]",Sales Transformation,"[""OPQ"", ""Digital First Environment"", ""SHL's Sales Transformation behavioural model""]"
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.",P,Yes,No,,[],[],Behavioral,"[""Sales Manager""]",[],Sales Transformation,"[""Sales"", ""Transformation"", ""Sales Manager"", ""SHL"", ""OPQ""]"
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model.",P,Yes,No,,[],[],Behavioral,"[""Sales Manager""]",[],Sales Transformation,"[""Sales"", ""Transformation"", ""Sales Manager"", ""SHL"", ""OPQ""]"
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",K,Yes,No,15.0,"[""Salesforce platform"", ""design and data models"", ""business logic"", ""data management"", ""analytics""]",[],Technical,"[""Salesforce Developer""]",[],Salesforce Development,"[""Salesforce"", ""Development"", ""Platform"", ""Design"", ""Data Models""]"
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.",K,Yes,No,12.0,"[""SAP ABAP dictionary"", ""dialog programming"", ""reports"", ""enhancements"", ""workflows"", ""optimizations"", ""Netweaver applications"", ""Adobe forms""]","[""Programming"", ""Database Administration"", ""System Administration""]",Technical,"[""SAP Developer""]","[""Intermediate"", ""Advanced""]",Knowledge,"[""SAP ABAP"", ""Multi-choice test""]"
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.",K,Yes,No,9.0,"[""SAP ABAP dictionary"", ""elements"", ""operations"", ""architecture"", ""ABAP data types"", ""ABAP reporting"", ""batch data communication"", ""dialog programming"", ""EDI"", ""ALE"", ""IDOC interface"", ""BADI"", ""BAPI"", ""function module""]","[""Programming"", ""Database Administration""]",Technical,"[""SAP Developer""]","[""Intermediate""]",Knowledge,"[""SAP ABAP"", ""Multi-choice test""]"
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.",K,Yes,No,9.0,"[""SAP architecture"", ""database administration"", ""background processing"", ""user administration"", ""client administration"", ""system administration"", ""monitoring"", ""transport management""]","[""Database Administration"", ""System Administration""]",Technical,"[""SAP Basis Administrator""]","[""Intermediate""]",Knowledge,"[""SAP Basis"", ""Multi-choice test""]"
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",K,Yes,No,10.0,"[""SAP interactive analysis"", ""reporting"", ""formatting"", ""scheduling documents""]",[],Technical,[],[],knowledge,"[""SAP Business Objects WebI"", ""multi-choice test""]"
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.",K,Yes,No,9.0,"[""SAP architecture"", ""meta data"", ""data modelling"", ""extraction"", ""loading"", ""scheduling"", ""data reporting"", ""performance tuning"", ""SAP BW/BI integration""]",[],Technical,[],[],knowledge,"[""SAP BW"", ""Business Warehouse"", ""multi-choice test""]"
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",K,Yes,No,,"[""SAP HR/ HCM structure"", ""personnel administration"", ""SAP HCM tasks"", ""SAP HCM SuccessFactors solutions""]",[],Technical,[],[],knowledge,"[""SAP HCM"", ""Human Capital Management"", ""multi-choice test""]"
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.",K,Yes,No,20.0,"[""Hybris extensions"", ""Hybris architecture"", ""Hybris configuration"", ""Hybris data modelling"", ""Hybris management"", ""Service layer programming"", ""Cockpit framework"", ""Workflows""]","[""SAP"", ""Software Development""]",Technical,"[""SAP Developer""]","[""Intermediate""]",Knowledge,"[""SAP Hybris"", ""Multi-choice test""]"
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.",K,Yes,No,10.0,"[""SAP materials management"", ""Organization units integration"", ""Purchasing"", ""Pricing"", ""Release procedure"", ""Contracts"", ""Inventory management"", ""Invoice verification"", ""Split valuation"", ""Account determination""]","[""SAP"", ""Supply Chain Management""]",Technical,"[""SAP Materials Manager""]","[""Intermediate""]",Knowledge,"[""SAP Materials Management"", ""Multi-choice test""]"
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.",K,Yes,No,8.0,"[""ERP basics"", ""SAP architecture"", ""Sales"", ""Distribution"", ""Master data"", ""Documents"", ""Basic functions in S&D"", ""Billing process"", ""Order and delivery processing""]","[""SAP"", ""Sales and Distribution""]",Technical,"[""SAP SD Specialist""]","[""Intermediate""]",Knowledge,"[""SAP SD"", ""Multi-choice test""]"
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",K,Yes,No,12.0,"[""SEO"", ""SEO planning"", ""SEO strategies"", ""SEO software"", ""exchanging links""]","[""Digital Marketing""]",Technical,"[""Digital Marketing Specialist""]","[""Intermediate""]",Knowledge,"[""SEO"", ""Digital Marketing""]"
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",K,Yes,No,10.0,"[""Selenium IDE"", ""Selenium RC"", ""Selenium grid"", ""web driver"", ""test design considerations"", ""user extensions"", ""frameworks"", ""object repository""]","[""Automation Testing""]",Technical,"[""Automation Tester""]","[""Intermediate""]",Knowledge,"[""Selenium"", ""Automation Testing""]"
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",K,Yes,No,10.0,"[""Shell scripting"", ""file manipulation"", ""program execution"", ""printing text""]","[""System Administration""]",Technical,"[""System Administrator""]","[""Intermediate""]",Knowledge,"[""Shell Scripting"", ""System Administration""]"
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"A, S",Yes,Yes,20.0,"[""Inductive Reasoning""]",[],Cognitive,[],[],Reasoning,"[""SHL Verify Interactive"", ""Inductive Reasoning""]"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","A, S",Yes,Yes,20.0,"[""Deductive Reasoning""]",[],Cognitive,[],[],Reasoning,"[""SHL Verify Interactive"", ""Deductive Reasoning""]"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,"A, S",Yes,Yes,20.0,"[""Numerical Reasoning""]",[],Cognitive,[],[],Reasoning,"[""SHL Verify Interactive"", ""Numerical Reasoning""]"
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.",A,Yes,Yes,36.0,"[""Deductive Reasoning"", ""Inductive Reasoning"", ""Numerical Reasoning""]",[],Cognitive,[],[],General Cognitive Ability,"[""SHL Verify Interactive G+"", ""Cognitive Ability"", ""Deductive Reasoning"", ""Inductive Reasoning"", ""Numerical Reasoning"", ""General Ability""]"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.",A,Yes,Yes,10.0,"[""Numerical Ability""]",[],Technical,"[""Entry-level""]","[""Entry-level""]",Numerical Calculation,"[""Numerical Ability"", ""Numerical Calculation"", ""Order of Operations"", ""Adaptive Test""]"
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.",K,Yes,No,8.0,"[""Siebel basics"", ""Siebel architecture"", ""Siebel server administration"", ""Siebel access control"", ""Siebel client"", ""Siebel web applications"", ""Siebel models"", ""Data mapping"", ""Workflow"", ""Deployment""]",[],Technical,[],[],Siebel Development,"[""Siebel Development"", ""Siebel Basics"", ""Siebel Architecture"", ""Siebel Server Administration"", ""Siebel Access Control""]"
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. Language Availability The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. The Admin interface is available in US English and Simplified Chinese (CN server).",P,Yes,No,,[],[],Behavioral,[],[],,"[""video"", ""interview"", ""recruiter"", ""candidate"", ""hiring""]"
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent. The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. The language availability for the admin interface is US English only.",K,Yes,No,,"[""coding""]",[],Technical,[],[],,"[""coding"", ""interview"", ""compiler"", ""technical""]"
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks. However, custom questions can be added or recorded in any language. The participant interface is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",P,Yes,No,,[],[],Behavioral,[],[],,"[""video"", ""interview"", ""recruiter"", ""candidate"", ""hiring""]"
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,K,Yes,No,10.0,[],[],Cognitive,[],[],,"[""Social Media""]"
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.",K,Yes,Yes,30.0,[],[],Technical,[],"[""Senior""]",Business Analysis,"[""Business Analysis"", ""Requirements Gathering"", ""System Design""]"
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",K,Yes,No,,[],[],Cognitive,[],[],,"[""SonarQube"", ""Integration Tests""]"
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,K,Yes,No,0.0,"[""Spelling""]",[],Cognitive,[],[],Knowledge,"[""Spelling"", ""English""]"
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","A, K",Yes,No,6.0,"[""Typing"", ""Speed"", ""Accuracy""]",[],Technical,[],[],Performance,"[""Typing"", ""Speed"", ""Accuracy""]"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",K,Yes,No,9.0,"[""Spring"", ""AOP"", ""IOC container"", ""Transactions""]",[],Technical,[],[],Knowledge,"[""Spring"", ""AOP"", ""IOC container"", ""Transactions""]"
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",K,Yes,No,9.0,"[""SQL queries"", ""data manipulation"", ""transaction processing""]","[""Database Management"", ""Data Analysis""]",Technical,"[""Data Analyst"", ""Database Administrator""]","[""Junior"", ""Mid-level""]",Knowledge,"[""SQL"", ""database"", ""data analysis""]"
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.",K,Yes,No,11.0,"[""basic SQL queries"", ""creating and altering tables"", ""filtering"", ""grouping"", ""aggregation""]","[""Database Management"", ""Data Analysis""]",Technical,"[""Data Analyst"", ""Database Administrator""]","[""Junior"", ""Mid-level""]",Knowledge,"[""SQL"", ""database"", ""data analysis""]"
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",K,Yes,No,15.0,"[""SSAS database"", ""querying multidimensional analysis solutions"", ""cube hierarchies"", ""measures"", ""dimensions""]","[""Business Intelligence"", ""Data Analysis""]",Technical,"[""Business Intelligence Developer"", ""Data Analyst""]","[""Mid-level"", ""Senior""]",Knowledge,"[""SSAS"", ""Business Intelligence"", ""data analysis""]"
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.",K,Yes,No,10.0,"[""SSIS architecture"", ""SSIS components"", ""control flow"", ""data flow"", ""transformation"", ""SQL server tasks"", ""SSIS administration"", ""debugging"", ""logging"", ""security deployment""]","[""Data Integration"", ""Data Management""]",Technical,"[""Data Analyst"", ""Data Engineer"", ""Data Scientist""]","[""Junior"", ""Mid-level""]",Knowledge,"[""SSIS"", ""SQL Server"", ""Data Integration""]"
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",K,Yes,No,10.0,"[""SSRS architecture"", ""report creation"", ""report formatting"", ""calculations"", ""matrix reports"", ""charts"", ""grouping"", ""sorting"", ""report parameters"", ""report management""]","[""Data Visualization"", ""Business Intelligence""]",Technical,"[""Business Analyst"", ""Data Analyst"", ""Data Scientist""]","[""Junior"", ""Mid-level""]",Knowledge,"[""SSRS"", ""SQL Server"", ""Reporting""]"
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,K,Yes,No,11.0,"[""SAS software"", ""statistical analysis""]","[""Data Analysis"", ""Statistics""]",Technical,"[""Data Analyst"", ""Data Scientist""]","[""Junior"", ""Mid-level""]",Ability,"[""SAS"", ""Statistics"", ""Data Analysis""]"
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",K,Yes,No,5.0,"[""Struts framework"", ""configuration"", ""validations"", ""actions"", ""interceptors""]",[],Technical,[],[],knowledge,"[""Struts"", ""framework"", ""configuration"", ""validations"", ""actions"", ""interceptors""]"
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",S,Yes,No,,"[""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]",[],Behavioral,[],[],fluency and communication,"[""English"", ""fluency"", ""pronunciation"", ""active listening"", ""vocabulary"", ""grammar""]"
